Episode,Reward,Epsilon
7866,-3.20,0.09441
7867,33.30,0.09438
7868,29.30,0.09435
7869,82.50,0.09432
7870,79.40,0.09429
7871,12.40,0.09426
7872,23.00,0.09424
7873,48.80,0.09421
7874,54.70,0.09418
7875,23.10,0.09415
7876,29.00,0.09412
7877,93.10,0.09409
7878,-12.00,0.09407
7879,-10.40,0.09404
7880,65.10,0.09401
7881,79.70,0.09398
7882,166.80,0.09395
7883,124.70,0.09393
7884,40.00,0.09390
7885,130.60,0.09387
7886,72.90,0.09384
7887,100.50,0.09381
7888,-11.70,0.09378
7889,41.80,0.09376
7890,-2.90,0.09373
7891,117.60,0.09370
7892,163.10,0.09367
7893,58.00,0.09364
7894,-1.30,0.09362
7895,165.00,0.09359
7896,75.50,0.09356
7897,124.80,0.09353
7898,53.20,0.09350
7899,73.60,0.09348
7900,125.80,0.09345
7901,53.20,0.09342
7902,14.80,0.09339
7903,88.70,0.09336
7904,111.40,0.09334
7905,38.00,0.09331
7906,80.70,0.09328
7907,137.20,0.09325
7908,85.00,0.09322
7909,66.40,0.09320
7910,13.60,0.09317
7911,-11.70,0.09314
7912,14.90,0.09311
7913,26.00,0.09308
7914,25.80,0.09306
7915,45.30,0.09303
7916,116.90,0.09300
7917,127.00,0.09297
7918,69.30,0.09294
7919,66.30,0.09292
7920,-1.10,0.09289
7921,48.80,0.09286
7922,3.10,0.09283
7923,44.90,0.09280
7924,5.60,0.09278
7925,13.20,0.09275
7926,73.10,0.09272
7927,103.00,0.09269
7928,123.00,0.09267
7929,13.40,0.09264
7930,102.80,0.09261
7931,39.40,0.09258
7932,16.80,0.09255
7933,159.30,0.09253
7934,33.60,0.09250
7935,35.30,0.09247
7936,112.80,0.09244
7937,22.40,0.09242
7938,178.60,0.09239
7939,103.50,0.09236
7940,88.70,0.09233
7941,7.00,0.09230
7942,128.80,0.09228
7943,42.10,0.09225
7944,24.10,0.09222
7945,95.90,0.09219
7946,51.00,0.09217
7947,27.20,0.09214
7948,64.20,0.09211
7949,72.60,0.09208
7950,106.90,0.09206
7951,20.70,0.09203
7952,224.50,0.09200
7953,20.40,0.09197
7954,-2.60,0.09195
7955,40.80,0.09192
7956,85.00,0.09189
7957,14.40,0.09186
7958,6.30,0.09184
7959,22.20,0.09181
7960,58.80,0.09178
7961,15.30,0.09175
7962,13.20,0.09173
7963,80.30,0.09170
7964,76.90,0.09167
7965,34.00,0.09164
7966,42.40,0.09162
7967,49.20,0.09159
7968,60.00,0.09156
7969,47.60,0.09153
7970,130.20,0.09151
7971,6.20,0.09148
7972,119.40,0.09145
7973,139.60,0.09142
7974,74.10,0.09140
7975,74.80,0.09137
7976,71.00,0.09134
7977,47.70,0.09131
7978,129.80,0.09129
7979,192.10,0.09126
7980,219.70,0.09123
7981,33.50,0.09120
7982,4.80,0.09118
7983,79.10,0.09115
7984,14.70,0.09112
7985,-1.40,0.09109
7986,65.00,0.09107
7987,40.30,0.09104
7988,166.80,0.09101
7989,180.40,0.09099
7990,53.00,0.09096
7991,31.40,0.09093
7992,22.80,0.09090
7993,42.80,0.09088
7994,94.20,0.09085
7995,75.40,0.09082
7996,67.70,0.09079
7997,7.30,0.09077
7998,100.20,0.09074
7999,34.30,0.09071
8000,97.60,0.09069
8001,40.00,0.09066
8002,107.90,0.09063
8003,59.20,0.09060
8004,-10.00,0.09058
8005,-10.00,0.09055
8006,99.80,0.09052
8007,49.00,0.09050
8008,57.10,0.09047
8009,23.60,0.09044
8010,144.60,0.09041
8011,41.50,0.09039
8012,22.50,0.09036
8013,31.70,0.09033
8014,55.20,0.09031
8015,46.50,0.09028
8016,45.50,0.09025
8017,58.20,0.09022
8018,28.30,0.09020
8019,260.30,0.09017
8020,5.10,0.09014
8021,32.00,0.09012
8022,108.00,0.09009
8023,92.90,0.09006
8024,169.20,0.09003
8025,42.30,0.09001
8026,21.50,0.08998
8027,7.60,0.08995
8028,115.10,0.08993
8029,108.90,0.08990
8030,73.60,0.08987
8031,72.50,0.08985
8032,42.60,0.08982
8033,120.60,0.08979
8034,42.70,0.08976
8035,32.70,0.08974
8036,4.30,0.08971
8037,14.70,0.08968
8038,6.00,0.08966
8039,-9.90,0.08963
8040,23.90,0.08960
8041,152.40,0.08958
8042,57.40,0.08955
8043,68.40,0.08952
8044,71.70,0.08950
8045,98.90,0.08947
8046,132.70,0.08944
8047,157.90,0.08942
8048,75.00,0.08939
8049,62.20,0.08936
8050,13.70,0.08933
8051,59.00,0.08931
8052,3.30,0.08928
8053,70.30,0.08925
8054,51.10,0.08923
8055,4.90,0.08920
8056,58.30,0.08917
8057,50.20,0.08915
8058,48.30,0.08912
8059,16.20,0.08909
8060,35.30,0.08907
8061,79.60,0.08904
8062,55.80,0.08901
8063,49.00,0.08899
8064,-15.40,0.08896
8065,7.30,0.08893
8066,13.20,0.08891
8067,59.40,0.08888
8068,32.10,0.08885
8069,62.50,0.08883
8070,21.80,0.08880
8071,57.60,0.08877
8072,-10.00,0.08875
8073,104.70,0.08872
8074,49.40,0.08869
8075,90.40,0.08867
8076,103.30,0.08864
8077,-10.00,0.08861
8078,58.90,0.08859
8079,5.70,0.08856
8080,157.50,0.08853
8081,67.30,0.08851
8082,84.80,0.08848
8083,32.40,0.08845
8084,62.40,0.08843
8085,224.70,0.08840
8086,17.40,0.08838
8087,75.40,0.08835
8088,21.60,0.08832
8089,5.50,0.08830
8090,30.70,0.08827
8091,127.50,0.08824
8092,165.60,0.08822
8093,90.20,0.08819
8094,132.60,0.08816
8095,69.60,0.08814
8096,47.20,0.08811
8097,24.80,0.08808
8098,86.60,0.08806
8099,48.90,0.08803
8100,69.70,0.08800
8101,59.60,0.08798
8102,66.70,0.08795
8103,86.10,0.08793
8104,112.50,0.08790
8105,22.70,0.08787
8106,-2.40,0.08785
8107,38.80,0.08782
8108,65.30,0.08779
8109,116.10,0.08777
8110,78.30,0.08774
8111,28.50,0.08771
8112,91.30,0.08769
8113,66.70,0.08766
8114,248.10,0.08764
8115,-12.70,0.08761
8116,126.20,0.08758
8117,25.50,0.08756
8118,88.60,0.08753
8119,23.00,0.08750
8120,15.50,0.08748
8121,6.30,0.08745
8122,-11.70,0.08743
8123,-13.60,0.08740
8124,21.40,0.08737
8125,58.40,0.08735
8126,140.70,0.08732
8127,107.10,0.08729
8128,46.20,0.08727
8129,23.00,0.08724
8130,-12.70,0.08722
8131,136.40,0.08719
8132,23.10,0.08716
8133,19.80,0.08714
8134,24.50,0.08711
8135,24.40,0.08709
8136,127.50,0.08706
8137,-10.00,0.08703
8138,57.20,0.08701
8139,41.10,0.08698
8140,33.70,0.08695
8141,169.20,0.08693
8142,156.20,0.08690
8143,20.70,0.08688
8144,59.80,0.08685
8145,49.50,0.08682
8146,166.60,0.08680
8147,80.70,0.08677
8148,72.50,0.08675
8149,69.00,0.08672
8150,95.80,0.08669
8151,123.00,0.08667
8152,41.60,0.08664
8153,36.90,0.08662
8154,39.60,0.08659
8155,144.60,0.08656
8156,75.90,0.08654
8157,121.80,0.08651
8158,74.50,0.08649
8159,106.30,0.08646
8160,94.20,0.08643
8161,-10.00,0.08641
8162,25.90,0.08638
8163,109.90,0.08636
8164,47.10,0.08633
8165,42.10,0.08631
8166,89.20,0.08628
8167,106.20,0.08625
8168,31.20,0.08623
8169,78.80,0.08620
8170,170.30,0.08618
8171,81.00,0.08615
8172,31.00,0.08612
8173,41.90,0.08610
8174,104.90,0.08607
8175,50.70,0.08605
8176,29.40,0.08602
8177,96.40,0.08599
8178,69.80,0.08597
8179,41.90,0.08594
8180,193.40,0.08592
8181,122.00,0.08589
8182,113.70,0.08587
8183,163.20,0.08584
8184,15.90,0.08581
8185,55.10,0.08579
8186,48.20,0.08576
8187,64.40,0.08574
8188,192.60,0.08571
8189,4.30,0.08569
8190,7.60,0.08566
8191,12.30,0.08563
8192,48.50,0.08561
8193,45.90,0.08558
8194,11.70,0.08556
8195,52.30,0.08553
8196,33.40,0.08551
8197,175.00,0.08548
8198,136.30,0.08545
8199,58.60,0.08543
8200,118.00,0.08540
8201,75.10,0.08538
8202,113.60,0.08535
8203,93.90,0.08533
8204,-5.50,0.08530
8205,7.90,0.08528
8206,-1.40,0.08525
8207,4.50,0.08522
8208,-10.00,0.08520
8209,48.00,0.08517
8210,4.20,0.08515
8211,57.70,0.08512
8212,14.30,0.08510
8213,24.00,0.08507
8214,118.80,0.08505
8215,30.40,0.08502
8216,14.70,0.08499
8217,31.80,0.08497
8218,47.40,0.08494
8219,86.60,0.08492
8220,59.40,0.08489
8221,56.80,0.08487
8222,37.80,0.08484
8223,8.20,0.08482
8224,46.40,0.08479
8225,68.00,0.08477
8226,101.90,0.08474
8227,19.60,0.08471
8228,42.80,0.08469
8229,60.20,0.08466
8230,35.00,0.08464
8231,64.20,0.08461
8232,49.00,0.08459
8233,102.60,0.08456
8234,23.40,0.08454
8235,147.00,0.08451
8236,6.50,0.08449
8237,57.30,0.08446
8238,118.80,0.08444
8239,42.50,0.08441
8240,-1.90,0.08438
8241,60.90,0.08436
8242,59.80,0.08433
8243,16.20,0.08431
8244,81.40,0.08428
8245,24.30,0.08426
8246,7.00,0.08423
8247,96.50,0.08421
8248,119.40,0.08418
8249,42.20,0.08416
8250,55.70,0.08413
8251,71.10,0.08411
8252,34.10,0.08408
8253,160.30,0.08406
8254,21.00,0.08403
8255,67.60,0.08401
8256,100.90,0.08398
8257,69.20,0.08396
8258,42.10,0.08393
8259,36.20,0.08390
8260,115.30,0.08388
8261,37.30,0.08385
8262,31.70,0.08383
8263,4.40,0.08380
8264,-10.00,0.08378
8265,63.50,0.08375
8266,176.80,0.08373
8267,138.70,0.08370
8268,124.50,0.08368
8269,140.60,0.08365
8270,177.70,0.08363
8271,106.70,0.08360
8272,113.40,0.08358
8273,113.60,0.08355
8274,-7.20,0.08353
8275,99.50,0.08350
8276,86.00,0.08348
8277,140.40,0.08345
8278,38.50,0.08343
8279,66.90,0.08340
8280,34.90,0.08338
8281,26.50,0.08335
8282,97.80,0.08333
8283,84.30,0.08330
8284,4.20,0.08328
8285,-10.00,0.08325
8286,31.70,0.08323
8287,39.30,0.08320
8288,126.90,0.08318
8289,15.60,0.08315
8290,-3.60,0.08313
8291,90.30,0.08310
8292,59.70,0.08308
8293,70.30,0.08305
8294,97.50,0.08303
8295,70.60,0.08300
8296,63.50,0.08298
8297,31.30,0.08295
8298,116.80,0.08293
8299,69.40,0.08290
8300,16.70,0.08288
8301,103.70,0.08285
8302,49.10,0.08283
8303,75.20,0.08280
8304,96.10,0.08278
8305,4.00,0.08275
8306,81.80,0.08273
8307,14.50,0.08271
8308,174.70,0.08268
8309,30.30,0.08266
8310,62.60,0.08263
8311,112.50,0.08261
8312,61.20,0.08258
8313,-1.00,0.08256
8314,89.90,0.08253
8315,25.30,0.08251
8316,200.50,0.08248
8317,49.10,0.08246
8318,4.60,0.08243
8319,45.90,0.08241
8320,41.90,0.08238
8321,100.30,0.08236
8322,3.50,0.08233
8323,123.10,0.08231
8324,13.20,0.08228
8325,172.20,0.08226
8326,39.10,0.08223
8327,36.70,0.08221
8328,37.50,0.08219
8329,127.60,0.08216
8330,23.30,0.08214
8331,88.60,0.08211
8332,47.10,0.08209
8333,6.80,0.08206
8334,-2.70,0.08204
8335,111.30,0.08201
8336,138.30,0.08199
8337,114.20,0.08196
8338,22.30,0.08194
8339,34.40,0.08191
8340,116.90,0.08189
8341,63.70,0.08187
8342,20.80,0.08184
8343,81.60,0.08182
8344,6.10,0.08179
8345,143.50,0.08177
8346,47.40,0.08174
8347,97.80,0.08172
8348,25.50,0.08169
8349,4.40,0.08167
8350,105.00,0.08164
8351,141.80,0.08162
8352,25.50,0.08160
8353,160.40,0.08157
8354,135.80,0.08155
8355,5.80,0.08152
8356,80.10,0.08150
8357,-3.00,0.08147
8358,47.80,0.08145
8359,87.80,0.08142
8360,115.40,0.08140
8361,62.10,0.08138
8362,91.40,0.08135
8363,93.50,0.08133
8364,72.50,0.08130
8365,80.90,0.08128
8366,40.10,0.08125
8367,68.50,0.08123
8368,102.80,0.08121
8369,29.60,0.08118
8370,43.00,0.08116
8371,7.40,0.08113
8372,77.40,0.08111
8373,101.00,0.08108
8374,103.00,0.08106
8375,132.10,0.08103
8376,110.40,0.08101
8377,24.10,0.08099
8378,75.70,0.08096
8379,58.40,0.08094
8380,42.60,0.08091
8381,6.80,0.08089
8382,59.60,0.08086
8383,126.40,0.08084
8384,18.20,0.08082
8385,54.10,0.08079
8386,47.50,0.08077
8387,32.90,0.08074
8388,-2.20,0.08072
8389,58.40,0.08070
8390,41.60,0.08067
8391,-3.50,0.08065
8392,-2.10,0.08062
8393,66.70,0.08060
8394,34.90,0.08057
8395,-10.00,0.08055
8396,1.10,0.08053
8397,121.80,0.08050
8398,41.80,0.08048
8399,40.90,0.08045
8400,-10.00,0.08043
8401,47.20,0.08041
8402,47.60,0.08038
8403,-2.30,0.08036
8404,15.60,0.08033
8405,90.10,0.08031
8406,-7.10,0.08028
8407,31.20,0.08026
8408,81.30,0.08024
8409,-5.00,0.08021
8410,31.40,0.08019
8411,81.50,0.08016
8412,104.60,0.08014
8413,127.80,0.08012
8414,98.80,0.08009
8415,47.50,0.08007
8416,22.10,0.08004
8417,82.50,0.08002
8418,18.20,0.08000
8419,33.90,0.07997
8420,75.30,0.07995
8421,75.90,0.07992
8422,162.50,0.07990
8423,38.20,0.07988
8424,242.30,0.07985
8425,40.70,0.07983
8426,124.00,0.07980
8427,161.70,0.07978
8428,38.90,0.07976
8429,113.10,0.07973
8430,82.50,0.07971
8431,42.30,0.07968
8432,82.90,0.07966
8433,69.80,0.07964
8434,76.20,0.07961
8435,-11.90,0.07959
8436,23.60,0.07957
8437,42.50,0.07954
8438,77.90,0.07952
8439,-2.00,0.07949
8440,121.40,0.07947
8441,81.40,0.07945
8442,-2.80,0.07942
8443,-11.70,0.07940
8444,-10.20,0.07937
8445,-4.30,0.07935
8446,33.40,0.07933
8447,38.20,0.07930
8448,49.60,0.07928
8449,-10.40,0.07926
8450,118.70,0.07923
8451,-3.80,0.07921
8452,-11.10,0.07918
8453,93.80,0.07916
8454,25.60,0.07914
8455,59.90,0.07911
8456,-10.90,0.07909
8457,105.60,0.07907
8458,94.50,0.07904
8459,-10.50,0.07902
8460,131.80,0.07899
8461,32.30,0.07897
8462,95.70,0.07895
8463,84.70,0.07892
8464,78.50,0.07890
8465,69.20,0.07888
8466,3.70,0.07885
8467,174.50,0.07883
8468,78.80,0.07880
8469,94.50,0.07878
8470,-10.90,0.07876
8471,23.70,0.07873
8472,-2.40,0.07871
8473,84.20,0.07869
8474,45.00,0.07866
8475,148.60,0.07864
8476,-11.90,0.07862
8477,57.20,0.07859
8478,39.70,0.07857
8479,105.20,0.07855
8480,32.50,0.07852
8481,87.30,0.07850
8482,108.60,0.07847
8483,76.40,0.07845
8484,88.10,0.07843
8485,119.40,0.07840
8486,83.30,0.07838
8487,7.60,0.07836
8488,134.30,0.07833
8489,121.10,0.07831
8490,52.90,0.07829
8491,66.90,0.07826
8492,134.90,0.07824
8493,39.90,0.07822
8494,26.60,0.07819
8495,130.50,0.07817
8496,93.80,0.07815
8497,178.50,0.07812
8498,-2.50,0.07810
8499,-2.60,0.07808
8500,-10.00,0.07805
8501,-4.50,0.07803
8502,48.30,0.07800
8503,20.60,0.07798
8504,16.10,0.07796
8505,36.30,0.07793
8506,42.10,0.07791
8507,38.80,0.07789
8508,60.60,0.07786
8509,78.60,0.07784
8510,88.80,0.07782
8511,40.50,0.07779
8512,61.90,0.07777
8513,45.60,0.07775
8514,162.50,0.07772
8515,57.20,0.07770
8516,260.80,0.07768
8517,92.20,0.07765
8518,59.80,0.07763
8519,155.30,0.07761
8520,72.30,0.07758
8521,33.80,0.07756
8522,136.30,0.07754
8523,37.30,0.07752
8524,85.70,0.07749
8525,66.80,0.07747
8526,77.60,0.07745
8527,178.20,0.07742
8528,32.40,0.07740
8529,49.40,0.07738
8530,111.80,0.07735
8531,89.70,0.07733
8532,-10.00,0.07731
8533,74.80,0.07728
8534,125.20,0.07726
8535,128.60,0.07724
8536,83.70,0.07721
8537,14.90,0.07719
8538,118.20,0.07717
8539,65.10,0.07714
8540,114.50,0.07712
8541,40.00,0.07710
8542,84.50,0.07707
8543,-1.40,0.07705
8544,40.70,0.07703
8545,80.70,0.07701
8546,43.70,0.07698
8547,36.20,0.07696
8548,212.20,0.07694
8549,47.60,0.07691
8550,-0.80,0.07689
8551,20.60,0.07687
8552,99.50,0.07684
8553,118.60,0.07682
8554,74.80,0.07680
8555,79.70,0.07677
8556,117.30,0.07675
8557,111.00,0.07673
8558,87.60,0.07671
8559,-10.00,0.07668
8560,97.80,0.07666
8561,-1.80,0.07664
8562,234.80,0.07661
8563,22.40,0.07659
8564,160.20,0.07657
8565,5.60,0.07654
8566,-2.60,0.07652
8567,6.30,0.07650
8568,171.50,0.07648
8569,56.80,0.07645
8570,126.70,0.07643
8571,58.00,0.07641
8572,127.80,0.07638
8573,161.10,0.07636
8574,221.10,0.07634
8575,-11.70,0.07631
8576,100.20,0.07629
8577,198.00,0.07627
8578,36.30,0.07625
8579,91.90,0.07622
8580,12.70,0.07620
8581,139.90,0.07618
8582,239.60,0.07615
8583,16.20,0.07613
8584,131.40,0.07611
8585,-10.80,0.07609
8586,65.10,0.07606
8587,179.50,0.07604
8588,51.60,0.07602
8589,101.40,0.07600
8590,81.60,0.07597
8591,139.10,0.07595
8592,15.20,0.07593
8593,124.50,0.07590
8594,150.30,0.07588
8595,105.70,0.07586
8596,12.80,0.07584
8597,41.30,0.07581
8598,10.80,0.07579
8599,81.10,0.07577
8600,-11.60,0.07574
8601,94.30,0.07572
8602,106.20,0.07570
8603,46.50,0.07568
8604,87.60,0.07565
8605,28.60,0.07563
8606,50.40,0.07561
8607,55.60,0.07559
8608,24.20,0.07556
8609,-1.90,0.07554
8610,204.50,0.07552
8611,28.60,0.07550
8612,24.50,0.07547
8613,7.90,0.07545
8614,121.10,0.07543
8615,128.10,0.07540
8616,60.50,0.07538
8617,62.10,0.07536
8618,-10.00,0.07534
8619,30.00,0.07531
8620,135.40,0.07529
8621,103.70,0.07527
8622,176.90,0.07525
8623,101.80,0.07522
8624,22.10,0.07520
8625,89.10,0.07518
8626,84.50,0.07516
8627,46.40,0.07513
8628,92.10,0.07511
8629,61.30,0.07509
8630,129.00,0.07507
8631,111.30,0.07504
8632,38.70,0.07502
8633,-1.20,0.07500
8634,132.40,0.07498
8635,157.70,0.07495
8636,98.40,0.07493
8637,88.20,0.07491
8638,-3.50,0.07489
8639,24.90,0.07486
8640,15.20,0.07484
8641,-3.30,0.07482
8642,73.00,0.07480
8643,84.40,0.07477
8644,75.70,0.07475
8645,48.50,0.07473
8646,6.10,0.07471
8647,73.90,0.07468
8648,59.60,0.07466
8649,64.10,0.07464
8650,59.60,0.07462
8651,73.40,0.07459
8652,166.80,0.07457
8653,84.10,0.07455
8654,49.20,0.07453
8655,115.20,0.07450
8656,32.10,0.07448
8657,36.80,0.07446
8658,52.30,0.07444
8659,5.60,0.07442
8660,167.10,0.07439
8661,62.50,0.07437
8662,115.10,0.07435
8663,16.50,0.07433
8664,114.60,0.07430
8665,109.30,0.07428
8666,-10.00,0.07426
8667,175.50,0.07424
8668,77.50,0.07421
8669,97.30,0.07419
8670,-5.60,0.07417
8671,81.60,0.07415
8672,32.50,0.07413
8673,62.60,0.07410
8674,133.20,0.07408
8675,144.40,0.07406
8676,37.40,0.07404
8677,164.00,0.07401
8678,85.00,0.07399
8679,92.50,0.07397
8680,68.10,0.07395
8681,63.30,0.07393
8682,73.10,0.07390
8683,195.30,0.07388
8684,23.40,0.07386
8685,87.50,0.07384
8686,14.60,0.07382
8687,82.00,0.07379
8688,104.60,0.07377
8689,207.00,0.07375
8690,30.50,0.07373
8691,141.30,0.07370
8692,75.00,0.07368
8693,50.40,0.07366
8694,59.00,0.07364
8695,32.70,0.07362
8696,173.70,0.07359
8697,92.00,0.07357
8698,50.50,0.07355
8699,-11.40,0.07353
8700,39.10,0.07351
8701,76.90,0.07348
8702,33.90,0.07346
8703,51.80,0.07344
8704,47.40,0.07342
8705,62.40,0.07340
8706,96.60,0.07337
8707,15.10,0.07335
8708,35.90,0.07333
8709,-11.10,0.07331
8710,119.00,0.07329
8711,90.90,0.07326
8712,167.90,0.07324
8713,2.40,0.07322
8714,31.30,0.07320
8715,84.30,0.07318
8716,91.10,0.07315
8717,39.10,0.07313
8718,-10.80,0.07311
8719,-10.50,0.07309
8720,30.40,0.07307
8721,117.50,0.07304
8722,22.10,0.07302
8723,111.10,0.07300
8724,81.70,0.07298
8725,-11.00,0.07296
8726,128.50,0.07293
8727,-10.00,0.07291
8728,-5.90,0.07289
8729,121.20,0.07287
8730,57.90,0.07285
8731,29.00,0.07283
8732,27.90,0.07280
8733,20.90,0.07278
8734,85.50,0.07276
8735,153.60,0.07274
8736,-10.00,0.07272
8737,12.70,0.07269
8738,273.70,0.07267
8739,39.30,0.07265
8740,23.20,0.07263
8741,1.90,0.07261
8742,159.50,0.07259
8743,126.30,0.07256
8744,107.10,0.07254
8745,92.30,0.07252
8746,-10.50,0.07250
8747,49.70,0.07248
8748,-10.00,0.07245
8749,-10.00,0.07243
8750,136.40,0.07241
8751,229.10,0.07239
8752,127.20,0.07237
8753,33.50,0.07235
8754,5.40,0.07232
8755,94.90,0.07230
8756,190.10,0.07228
8757,81.90,0.07226
8758,33.30,0.07224
8759,-10.10,0.07222
8760,67.40,0.07219
8761,100.10,0.07217
8762,69.10,0.07215
8763,22.20,0.07213
8764,49.60,0.07211
8765,5.30,0.07209
8766,44.70,0.07206
8767,40.40,0.07204
8768,84.00,0.07202
8769,149.60,0.07200
8770,34.20,0.07198
8771,83.20,0.07196
8772,87.90,0.07193
8773,-11.60,0.07191
8774,126.50,0.07189
8775,156.20,0.07187
8776,105.70,0.07185
8777,72.30,0.07183
8778,96.30,0.07181
8779,-13.20,0.07178
8780,75.40,0.07176
8781,-10.00,0.07174
8782,151.50,0.07172
8783,115.10,0.07170
8784,5.10,0.07168
8785,22.70,0.07165
8786,66.90,0.07163
8787,181.10,0.07161
8788,102.80,0.07159
8789,41.70,0.07157
8790,131.30,0.07155
8791,31.70,0.07153
8792,23.10,0.07150
8793,43.20,0.07148
8794,-1.70,0.07146
8795,132.80,0.07144
8796,-10.30,0.07142
8797,-11.00,0.07140
8798,-10.50,0.07138
8799,76.50,0.07135
8800,46.90,0.07133
8801,53.90,0.07131
8802,214.20,0.07129
8803,57.60,0.07127
8804,21.70,0.07125
8805,119.80,0.07123
8806,92.70,0.07120
8807,107.10,0.07118
8808,131.50,0.07116
8809,106.40,0.07114
8810,5.70,0.07112
8811,133.60,0.07110
8812,6.30,0.07108
8813,10.70,0.07106
8814,110.00,0.07103
8815,16.80,0.07101
8816,14.70,0.07099
8817,55.40,0.07097
8818,52.40,0.07095
8819,25.70,0.07093
8820,92.90,0.07091
8821,25.00,0.07088
8822,33.20,0.07086
8823,82.00,0.07084
8824,15.90,0.07082
8825,21.90,0.07080
8826,108.00,0.07078
8827,4.50,0.07076
8828,114.60,0.07074
8829,249.90,0.07072
8830,67.50,0.07069
8831,83.00,0.07067
8832,89.00,0.07065
8833,109.70,0.07063
8834,40.10,0.07061
8835,-12.70,0.07059
8836,55.00,0.07057
8837,56.10,0.07055
8838,0.20,0.07052
8839,145.40,0.07050
8840,59.10,0.07048
8841,194.50,0.07046
8842,41.00,0.07044
8843,119.90,0.07042
8844,74.50,0.07040
8845,14.10,0.07038
8846,15.50,0.07036
8847,100.70,0.07033
8848,38.90,0.07031
8849,74.00,0.07029
8850,-10.10,0.07027
8851,7.30,0.07025
8852,136.40,0.07023
8853,-2.90,0.07021
8854,48.30,0.07019
8855,74.10,0.07017
8856,5.10,0.07014
8857,52.50,0.07012
8858,-12.20,0.07010
8859,59.90,0.07008
8860,29.70,0.07006
8861,91.50,0.07004
8862,-11.80,0.07002
8863,4.00,0.07000
8864,97.00,0.06998
8865,15.10,0.06996
8866,68.90,0.06993
8867,49.50,0.06991
8868,179.40,0.06989
8869,92.90,0.06987
8870,120.70,0.06985
8871,54.70,0.06983
8872,252.90,0.06981
8873,77.50,0.06979
8874,82.50,0.06977
8875,129.20,0.06975
8876,66.80,0.06972
8877,58.90,0.06970
8878,75.80,0.06968
8879,158.50,0.06966
8880,216.50,0.06964
8881,142.90,0.06962
8882,150.80,0.06960
8883,40.60,0.06958
8884,81.30,0.06956
8885,109.60,0.06954
8886,38.20,0.06952
8887,51.90,0.06950
8888,204.30,0.06947
8889,127.20,0.06945
8890,37.80,0.06943
8891,94.60,0.06941
8892,57.80,0.06939
8893,176.50,0.06937
8894,144.50,0.06935
8895,180.30,0.06933
8896,-1.30,0.06931
8897,158.40,0.06929
8898,76.20,0.06927
8899,34.00,0.06925
8900,33.00,0.06922
8901,123.80,0.06920
8902,218.40,0.06918
8903,105.00,0.06916
8904,171.30,0.06914
8905,84.20,0.06912
8906,15.50,0.06910
8907,88.10,0.06908
8908,24.70,0.06906
8909,97.90,0.06904
8910,56.90,0.06902
8911,156.60,0.06900
8912,136.80,0.06898
8913,50.30,0.06895
8914,147.70,0.06893
8915,163.40,0.06891
8916,117.00,0.06889
8917,31.50,0.06887
8918,88.40,0.06885
8919,125.70,0.06883
8920,30.30,0.06881
8921,5.40,0.06879
8922,166.20,0.06877
8923,105.70,0.06875
8924,-10.00,0.06873
8925,236.70,0.06871
8926,90.40,0.06869
8927,121.60,0.06867
8928,5.70,0.06865
8929,236.20,0.06862
8930,57.50,0.06860
8931,41.10,0.06858
8932,57.90,0.06856
8933,146.80,0.06854
8934,62.90,0.06852
8935,89.40,0.06850
8936,57.30,0.06848
8937,-12.90,0.06846
8938,41.70,0.06844
8939,4.90,0.06842
8940,-13.50,0.06840
8941,91.60,0.06838
8942,91.50,0.06836
8943,138.20,0.06834
8944,73.00,0.06832
8945,6.10,0.06830
8946,0.20,0.06828
8947,34.50,0.06826
8948,69.70,0.06823
8949,144.50,0.06821
8950,45.00,0.06819
8951,4.90,0.06817
8952,74.00,0.06815
8953,14.90,0.06813
8954,113.30,0.06811
8955,115.10,0.06809
8956,32.90,0.06807
8957,128.40,0.06805
8958,118.60,0.06803
8959,33.90,0.06801
8960,72.30,0.06799
8961,4.40,0.06797
8962,5.80,0.06795
8963,142.40,0.06793
8964,75.10,0.06791
8965,-10.00,0.06789
8966,99.00,0.06787
8967,80.90,0.06785
8968,41.50,0.06783
8969,208.30,0.06781
8970,32.20,0.06779
8971,132.20,0.06777
8972,7.10,0.06775
8973,105.10,0.06772
8974,144.80,0.06770
8975,89.60,0.06768
8976,6.50,0.06766
8977,38.70,0.06764
8978,239.00,0.06762
8979,209.70,0.06760
8980,50.80,0.06758
8981,-1.70,0.06756
8982,156.90,0.06754
8983,178.90,0.06752
8984,158.60,0.06750
8985,64.40,0.06748
8986,102.40,0.06746
8987,5.90,0.06744
8988,-2.10,0.06742
8989,-1.70,0.06740
8990,43.80,0.06738
8991,31.20,0.06736
8992,21.50,0.06734
8993,80.20,0.06732
8994,-10.00,0.06730
8995,4.10,0.06728
8996,10.70,0.06726
8997,142.80,0.06724
8998,-2.90,0.06722
8999,128.20,0.06720
9000,39.60,0.06718
9001,27.80,0.06716
9002,267.90,0.06714
9003,57.30,0.06712
9004,83.20,0.06710
9005,6.90,0.06708
9006,218.70,0.06706
9007,52.80,0.06704
9008,135.50,0.06702
9009,102.60,0.06700
9010,13.70,0.06698
9011,93.90,0.06696
9012,128.00,0.06694
9013,126.60,0.06692
9014,-1.50,0.06690
9015,167.90,0.06688
9016,-0.30,0.06686
9017,7.30,0.06684
9018,214.20,0.06682
9019,92.30,0.06680
9020,221.00,0.06678
9021,104.00,0.06676
