Episode,Reward,Epsilon
2871,21.80,0.42256
2872,1.20,0.42243
2873,-11.00,0.42230
2874,4.50,0.42218
2875,46.10,0.42205
2876,4.30,0.42192
2877,11.70,0.42180
2878,-10.90,0.42167
2879,-12.10,0.42154
2880,14.40,0.42142
2881,-0.60,0.42129
2882,-1.60,0.42117
2883,-12.60,0.42104
2884,-6.00,0.42091
2885,5.90,0.42079
2886,36.90,0.42066
2887,-8.30,0.42053
2888,3.90,0.42041
2889,-7.50,0.42028
2890,18.80,0.42016
2891,-10.50,0.42003
2892,-4.50,0.41990
2893,1.00,0.41978
2894,-5.60,0.41965
2895,2.00,0.41953
2896,12.30,0.41940
2897,-10.00,0.41927
2898,-10.00,0.41915
2899,-10.10,0.41902
2900,4.80,0.41890
2901,0.10,0.41877
2902,5.50,0.41865
2903,-4.10,0.41852
2904,-2.40,0.41839
2905,6.50,0.41827
2906,-11.30,0.41814
2907,-11.50,0.41802
2908,12.10,0.41789
2909,-10.00,0.41777
2910,38.30,0.41764
2911,-5.00,0.41752
2912,-5.90,0.41739
2913,-15.90,0.41727
2914,-10.60,0.41714
2915,-2.10,0.41702
2916,5.80,0.41689
2917,-10.50,0.41677
2918,-6.30,0.41664
2919,8.80,0.41652
2920,-3.50,0.41639
2921,-1.30,0.41627
2922,29.40,0.41614
2923,-13.50,0.41602
2924,-1.40,0.41589
2925,6.40,0.41577
2926,-6.60,0.41564
2927,-10.00,0.41552
2928,-10.20,0.41539
2929,-10.10,0.41527
2930,-10.00,0.41514
2931,15.10,0.41502
2932,-0.80,0.41489
2933,-10.00,0.41477
2934,-10.20,0.41465
2935,-10.20,0.41452
2936,-10.70,0.41440
2937,-4.70,0.41427
2938,7.60,0.41415
2939,13.00,0.41402
2940,11.90,0.41390
2941,11.20,0.41378
2942,14.90,0.41365
2943,-6.60,0.41353
2944,-10.00,0.41340
2945,11.30,0.41328
2946,-10.00,0.41315
2947,-10.10,0.41303
2948,31.70,0.41291
2949,-10.40,0.41278
2950,-10.00,0.41266
2951,-13.70,0.41254
2952,-10.80,0.41241
2953,-11.20,0.41229
2954,6.10,0.41216
2955,5.50,0.41204
2956,1.20,0.41192
2957,-1.00,0.41179
2958,21.70,0.41167
2959,-10.60,0.41155
2960,-10.10,0.41142
2961,-13.50,0.41130
2962,-10.00,0.41118
2963,14.30,0.41105
2964,5.20,0.41093
2965,1.50,0.41081
2966,4.00,0.41068
2967,-10.00,0.41056
2968,-10.00,0.41044
2969,-10.70,0.41031
2970,-3.60,0.41019
2971,19.90,0.41007
2972,-11.10,0.40994
2973,-10.00,0.40982
2974,17.60,0.40970
2975,-0.40,0.40958
2976,-2.10,0.40945
2977,8.00,0.40933
2978,1.80,0.40921
2979,-10.00,0.40908
2980,8.40,0.40896
2981,37.50,0.40884
2982,-10.00,0.40872
2983,21.90,0.40859
2984,14.20,0.40847
2985,-10.00,0.40835
2986,-13.20,0.40823
2987,6.20,0.40810
2988,-10.10,0.40798
2989,-3.60,0.40786
2990,0.60,0.40774
2991,21.70,0.40761
2992,1.50,0.40749
2993,10.90,0.40737
2994,32.30,0.40725
2995,23.90,0.40713
2996,2.20,0.40700
2997,-3.40,0.40688
2998,25.20,0.40676
2999,-2.80,0.40664
3000,12.10,0.40651
3001,4.40,0.40639
3002,27.80,0.40627
3003,3.40,0.40615
3004,14.10,0.40603
3005,8.50,0.40591
3006,3.10,0.40578
3007,6.90,0.40566
3008,-10.20,0.40554
3009,7.10,0.40542
3010,0.90,0.40530
3011,-11.70,0.40518
3012,1.20,0.40505
3013,66.40,0.40493
3014,3.20,0.40481
3015,3.10,0.40469
3016,-15.00,0.40457
3017,30.30,0.40445
3018,3.00,0.40433
3019,5.60,0.40420
3020,5.50,0.40408
3021,-10.00,0.40396
3022,-5.90,0.40384
3023,11.20,0.40372
3024,-2.80,0.40360
3025,-10.00,0.40348
3026,-10.00,0.40336
3027,-10.00,0.40323
3028,10.20,0.40311
3029,14.20,0.40299
3030,-10.30,0.40287
3031,3.70,0.40275
3032,-12.00,0.40263
3033,4.80,0.40251
3034,-5.60,0.40239
3035,27.30,0.40227
3036,-10.00,0.40215
3037,4.80,0.40203
3038,12.30,0.40191
3039,-5.80,0.40179
3040,-10.00,0.40167
3041,32.40,0.40154
3042,11.20,0.40142
3043,71.20,0.40130
3044,-10.00,0.40118
3045,12.20,0.40106
3046,28.20,0.40094
3047,-10.00,0.40082
3048,22.00,0.40070
3049,-4.10,0.40058
3050,-0.90,0.40046
3051,12.60,0.40034
3052,14.60,0.40022
3053,-2.20,0.40010
3054,-10.00,0.39998
3055,28.70,0.39986
3056,-2.50,0.39974
3057,19.50,0.39962
3058,32.50,0.39950
3059,1.80,0.39938
3060,14.50,0.39926
3061,-2.60,0.39914
3062,9.90,0.39902
3063,-5.40,0.39890
3064,7.20,0.39878
3065,1.70,0.39866
3066,-2.80,0.39854
3067,-11.10,0.39842
3068,-5.00,0.39830
3069,16.40,0.39819
3070,35.20,0.39807
3071,3.90,0.39795
3072,2.60,0.39783
3073,-10.10,0.39771
3074,2.50,0.39759
3075,6.50,0.39747
3076,-3.00,0.39735
3077,-0.70,0.39723
3078,34.20,0.39711
3079,-10.00,0.39699
3080,0.90,0.39687
3081,-0.30,0.39675
3082,4.50,0.39664
3083,-10.40,0.39652
3084,-17.60,0.39640
3085,4.20,0.39628
3086,11.20,0.39616
3087,2.00,0.39604
3088,-11.50,0.39592
3089,-10.00,0.39580
3090,3.30,0.39568
3091,0.60,0.39557
3092,20.40,0.39545
3093,-10.50,0.39533
3094,-10.30,0.39521
3095,15.10,0.39509
3096,-8.90,0.39497
3097,43.70,0.39485
3098,4.50,0.39474
3099,21.90,0.39462
3100,6.40,0.39450
3101,41.20,0.39438
3102,3.10,0.39426
3103,-5.20,0.39414
3104,-10.80,0.39403
3105,-10.70,0.39391
3106,-5.50,0.39379
3107,-10.10,0.39367
3108,14.60,0.39355
3109,3.80,0.39343
3110,-10.00,0.39332
3111,-4.20,0.39320
3112,-5.00,0.39308
3113,-10.80,0.39296
3114,-0.20,0.39284
3115,66.20,0.39273
3116,-10.30,0.39261
3117,-5.70,0.39249
3118,20.40,0.39237
3119,-3.50,0.39226
3120,-10.60,0.39214
3121,-1.60,0.39202
3122,-10.00,0.39190
3123,11.60,0.39179
3124,-10.00,0.39167
3125,5.00,0.39155
3126,13.70,0.39143
3127,4.50,0.39132
3128,-10.00,0.39120
3129,-4.80,0.39108
3130,7.40,0.39096
3131,-6.80,0.39085
3132,-10.40,0.39073
3133,7.30,0.39061
3134,-6.20,0.39049
3135,-0.60,0.39038
3136,5.90,0.39026
3137,-10.60,0.39014
3138,-10.00,0.39003
3139,-10.00,0.38991
3140,-15.30,0.38979
3141,-3.70,0.38968
3142,2.40,0.38956
3143,-4.70,0.38944
3144,-12.00,0.38932
3145,4.50,0.38921
3146,2.90,0.38909
3147,-10.30,0.38897
3148,-12.70,0.38886
3149,-5.60,0.38874
3150,-3.50,0.38862
3151,-10.30,0.38851
3152,44.50,0.38839
3153,13.90,0.38827
3154,-4.90,0.38816
3155,7.60,0.38804
3156,3.00,0.38793
3157,-4.60,0.38781
3158,0.80,0.38769
3159,-12.20,0.38758
3160,-12.60,0.38746
3161,6.20,0.38734
3162,38.90,0.38723
3163,62.30,0.38711
3164,-10.00,0.38700
3165,-10.40,0.38688
3166,-10.00,0.38676
3167,3.60,0.38665
3168,-10.00,0.38653
3169,-10.50,0.38642
3170,-3.40,0.38630
3171,4.30,0.38618
3172,22.10,0.38607
3173,7.10,0.38595
3174,-2.90,0.38584
3175,-11.50,0.38572
3176,57.10,0.38560
3177,-5.50,0.38549
3178,21.80,0.38537
3179,-10.00,0.38526
3180,-10.00,0.38514
3181,21.20,0.38503
3182,-4.80,0.38491
3183,10.60,0.38480
3184,-3.20,0.38468
3185,-10.10,0.38456
3186,23.30,0.38445
3187,-10.00,0.38433
3188,10.80,0.38422
3189,-13.20,0.38410
3190,-3.80,0.38399
3191,-5.60,0.38387
3192,-16.00,0.38376
3193,5.70,0.38364
3194,11.40,0.38353
3195,-10.10,0.38341
3196,-7.30,0.38330
3197,-2.00,0.38318
3198,-10.00,0.38307
3199,-7.70,0.38295
3200,29.30,0.38284
3201,-3.50,0.38272
3202,43.20,0.38261
3203,2.50,0.38249
3204,28.20,0.38238
3205,-12.40,0.38226
3206,4.00,0.38215
3207,13.70,0.38203
3208,34.20,0.38192
3209,13.00,0.38181
3210,-10.90,0.38169
3211,13.40,0.38158
3212,18.90,0.38146
3213,-6.60,0.38135
3214,-10.40,0.38123
3215,-10.00,0.38112
3216,17.40,0.38100
3217,7.00,0.38089
3218,-12.00,0.38078
3219,4.30,0.38066
3220,-10.00,0.38055
3221,5.70,0.38043
3222,-5.90,0.38032
3223,16.00,0.38020
3224,-10.00,0.38009
3225,-16.60,0.37998
3226,-6.10,0.37986
3227,-11.70,0.37975
3228,-10.00,0.37963
3229,12.60,0.37952
3230,-10.70,0.37941
3231,3.10,0.37929
3232,-10.00,0.37918
3233,-10.00,0.37907
3234,13.20,0.37895
3235,-6.50,0.37884
3236,-3.80,0.37872
3237,-10.30,0.37861
3238,-10.20,0.37850
3239,-10.00,0.37838
3240,-4.50,0.37827
3241,46.10,0.37816
3242,-10.00,0.37804
3243,-2.40,0.37793
3244,-11.10,0.37782
3245,-10.50,0.37770
3246,-10.50,0.37759
3247,3.40,0.37748
3248,5.90,0.37736
3249,10.40,0.37725
3250,31.20,0.37714
3251,-11.60,0.37702
3252,7.50,0.37691
3253,-11.70,0.37680
3254,6.30,0.37668
3255,-10.00,0.37657
3256,9.70,0.37646
3257,-5.40,0.37635
3258,5.40,0.37623
3259,-5.80,0.37612
3260,-14.20,0.37601
3261,0.90,0.37589
3262,9.70,0.37578
3263,24.40,0.37567
3264,6.10,0.37556
3265,-10.00,0.37544
3266,-5.90,0.37533
3267,14.30,0.37522
3268,19.70,0.37511
3269,5.50,0.37499
3270,9.80,0.37488
3271,27.20,0.37477
3272,15.40,0.37466
3273,-3.80,0.37454
3274,38.20,0.37443
3275,-1.90,0.37432
3276,-4.30,0.37421
3277,-4.70,0.37409
3278,-3.30,0.37398
3279,36.20,0.37387
3280,-13.20,0.37376
3281,-10.60,0.37365
3282,-10.00,0.37353
3283,7.30,0.37342
3284,1.80,0.37331
3285,54.70,0.37320
3286,1.60,0.37309
3287,-10.00,0.37297
3288,16.90,0.37286
3289,-10.90,0.37275
3290,-10.60,0.37264
3291,23.80,0.37253
3292,-12.30,0.37241
3293,-2.40,0.37230
3294,-8.00,0.37219
3295,-12.20,0.37208
3296,-10.30,0.37197
3297,-5.50,0.37186
3298,34.60,0.37174
3299,40.70,0.37163
3300,-1.90,0.37152
3301,-10.00,0.37141
3302,-10.10,0.37130
3303,51.10,0.37119
3304,-1.80,0.37108
3305,13.80,0.37096
3306,-12.70,0.37085
3307,-11.70,0.37074
3308,19.40,0.37063
3309,21.30,0.37052
3310,-10.00,0.37041
3311,4.00,0.37030
3312,7.00,0.37019
3313,-10.30,0.37008
3314,11.50,0.36996
3315,14.30,0.36985
3316,-10.00,0.36974
3317,11.20,0.36963
3318,1.80,0.36952
3319,19.70,0.36941
3320,-8.60,0.36930
3321,-2.20,0.36919
3322,-11.90,0.36908
3323,-5.80,0.36897
3324,24.30,0.36886
3325,-1.90,0.36875
3326,13.40,0.36863
3327,6.80,0.36852
3328,1.40,0.36841
3329,-10.00,0.36830
3330,14.60,0.36819
3331,39.80,0.36808
3332,10.00,0.36797
3333,20.30,0.36786
3334,-3.70,0.36775
3335,32.80,0.36764
3336,10.00,0.36753
3337,13.00,0.36742
3338,5.50,0.36731
3339,3.70,0.36720
3340,21.70,0.36709
3341,15.10,0.36698
3342,-3.30,0.36687
3343,13.70,0.36676
3344,11.50,0.36665
3345,24.40,0.36654
3346,3.50,0.36643
3347,21.10,0.36632
3348,-10.10,0.36621
3349,-10.20,0.36610
3350,5.50,0.36599
3351,4.00,0.36588
3352,2.40,0.36577
3353,-13.60,0.36566
3354,-10.00,0.36555
3355,-12.00,0.36544
3356,-10.00,0.36533
3357,-4.40,0.36522
3358,13.90,0.36511
3359,1.40,0.36500
3360,6.20,0.36489
3361,19.00,0.36478
3362,31.30,0.36467
3363,3.60,0.36456
3364,24.00,0.36446
3365,10.80,0.36435
3366,-2.80,0.36424
3367,-2.80,0.36413
3368,-10.00,0.36402
3369,14.50,0.36391
3370,8.50,0.36380
3371,-2.10,0.36369
3372,4.50,0.36358
3373,48.10,0.36347
3374,-10.70,0.36336
3375,-10.00,0.36325
3376,0.20,0.36315
3377,40.60,0.36304
3378,-4.60,0.36293
3379,-10.60,0.36282
3380,2.40,0.36271
3381,-10.80,0.36260
3382,27.70,0.36249
3383,-4.20,0.36238
3384,-11.50,0.36227
3385,24.20,0.36217
3386,40.40,0.36206
3387,21.50,0.36195
3388,53.40,0.36184
3389,27.80,0.36173
3390,20.60,0.36162
3391,12.10,0.36151
3392,1.90,0.36141
3393,10.90,0.36130
3394,-5.30,0.36119
3395,-2.70,0.36108
3396,4.80,0.36097
3397,-11.90,0.36086
3398,-10.10,0.36076
3399,-11.20,0.36065
3400,5.80,0.36054
3401,-0.80,0.36043
3402,19.60,0.36032
3403,-3.50,0.36022
3404,28.60,0.36011
3405,-10.80,0.36000
3406,21.00,0.35989
3407,-10.80,0.35978
3408,26.70,0.35968
3409,-10.00,0.35957
3410,6.70,0.35946
3411,13.00,0.35935
3412,-3.70,0.35924
3413,6.00,0.35914
3414,-5.30,0.35903
3415,6.30,0.35892
3416,-4.50,0.35881
3417,4.00,0.35871
3418,16.00,0.35860
3419,22.50,0.35849
3420,-10.00,0.35838
3421,-10.40,0.35828
3422,43.10,0.35817
3423,24.00,0.35806
3424,-10.30,0.35795
3425,-11.80,0.35785
3426,27.40,0.35774
3427,11.20,0.35763
3428,21.80,0.35752
3429,-8.10,0.35742
3430,14.10,0.35731
3431,18.80,0.35720
3432,24.60,0.35709
3433,23.70,0.35699
3434,11.50,0.35688
3435,3.70,0.35677
3436,-10.00,0.35667
3437,-2.80,0.35656
3438,4.10,0.35645
3439,2.80,0.35635
3440,12.00,0.35624
3441,-12.00,0.35613
3442,10.60,0.35602
3443,55.90,0.35592
3444,6.70,0.35581
3445,-3.10,0.35570
3446,12.10,0.35560
3447,17.30,0.35549
3448,8.50,0.35538
3449,14.00,0.35528
3450,27.20,0.35517
3451,4.60,0.35506
3452,-0.60,0.35496
3453,11.40,0.35485
3454,3.00,0.35475
3455,-2.60,0.35464
3456,-5.70,0.35453
3457,-11.10,0.35443
3458,0.10,0.35432
3459,-4.10,0.35421
3460,-12.70,0.35411
3461,11.70,0.35400
3462,34.60,0.35389
3463,21.40,0.35379
3464,6.10,0.35368
3465,15.10,0.35358
3466,-4.80,0.35347
3467,0.50,0.35336
3468,9.20,0.35326
3469,-2.10,0.35315
3470,-15.40,0.35305
3471,-2.70,0.35294
3472,18.00,0.35283
3473,-1.80,0.35273
3474,-2.80,0.35262
3475,4.70,0.35252
3476,-3.10,0.35241
3477,20.20,0.35231
3478,6.50,0.35220
3479,7.20,0.35209
3480,4.80,0.35199
3481,1.40,0.35188
3482,1.90,0.35178
3483,-4.30,0.35167
3484,24.80,0.35157
3485,21.90,0.35146
3486,18.60,0.35136
3487,-10.00,0.35125
3488,6.00,0.35114
3489,9.10,0.35104
3490,-3.20,0.35093
3491,2.90,0.35083
3492,4.10,0.35072
3493,6.20,0.35062
3494,-4.80,0.35051
3495,8.40,0.35041
3496,-5.20,0.35030
3497,-6.60,0.35020
3498,0.30,0.35009
3499,-10.00,0.34999
3500,37.80,0.34988
3501,23.80,0.34978
3502,2.90,0.34967
3503,20.00,0.34957
3504,-2.90,0.34946
3505,29.60,0.34936
3506,-12.50,0.34925
3507,-12.90,0.34915
3508,20.50,0.34904
3509,48.90,0.34894
3510,36.50,0.34883
3511,20.20,0.34873
3512,5.40,0.34863
3513,5.30,0.34852
3514,-5.10,0.34842
3515,21.10,0.34831
3516,-10.30,0.34821
3517,-4.30,0.34810
3518,-10.90,0.34800
3519,3.50,0.34789
3520,-7.00,0.34779
3521,-3.30,0.34768
3522,6.50,0.34758
3523,-4.70,0.34748
3524,33.00,0.34737
3525,23.00,0.34727
3526,-10.00,0.34716
3527,17.40,0.34706
3528,-10.00,0.34696
3529,14.20,0.34685
3530,18.10,0.34675
3531,30.20,0.34664
3532,9.20,0.34654
3533,5.90,0.34644
3534,-6.20,0.34633
3535,19.30,0.34623
3536,-3.00,0.34612
3537,8.30,0.34602
3538,44.20,0.34592
3539,34.50,0.34581
3540,-0.50,0.34571
3541,19.70,0.34560
3542,11.10,0.34550
3543,32.00,0.34540
3544,-1.70,0.34529
3545,10.80,0.34519
3546,-2.80,0.34509
3547,13.60,0.34498
3548,15.00,0.34488
3549,7.30,0.34478
3550,5.20,0.34467
3551,2.70,0.34457
3552,30.90,0.34447
3553,15.00,0.34436
3554,9.50,0.34426
3555,22.40,0.34416
3556,1.70,0.34405
3557,6.90,0.34395
3558,21.10,0.34385
3559,24.50,0.34374
3560,-4.90,0.34364
3561,4.30,0.34354
3562,4.30,0.34343
3563,-13.50,0.34333
3564,14.90,0.34323
3565,-2.50,0.34313
3566,6.10,0.34302
3567,14.00,0.34292
3568,-24.60,0.34282
3569,15.90,0.34271
3570,9.30,0.34261
3571,-4.10,0.34251
3572,10.50,0.34241
3573,-5.60,0.34230
3574,-1.70,0.34220
3575,-9.90,0.34210
3576,3.70,0.34199
3577,-3.90,0.34189
3578,4.20,0.34179
3579,-0.50,0.34169
3580,22.80,0.34158
3581,2.60,0.34148
3582,57.30,0.34138
3583,19.70,0.34128
3584,17.70,0.34117
3585,10.30,0.34107
3586,3.80,0.34097
3587,-11.30,0.34087
3588,-2.80,0.34077
3589,4.00,0.34066
3590,25.00,0.34056
3591,5.10,0.34046
3592,-2.50,0.34036
3593,9.20,0.34025
3594,10.70,0.34015
3595,-11.30,0.34005
3596,11.50,0.33995
3597,4.20,0.33985
3598,11.60,0.33974
3599,8.40,0.33964
3600,21.80,0.33954
3601,10.60,0.33944
3602,6.80,0.33934
3603,16.90,0.33924
3604,-5.90,0.33913
3605,14.90,0.33903
3606,13.60,0.33893
3607,-6.80,0.33883
3608,-10.00,0.33873
3609,4.40,0.33862
3610,-10.10,0.33852
3611,-7.90,0.33842
3612,6.00,0.33832
3613,-10.00,0.33822
3614,-11.00,0.33812
3615,-10.10,0.33802
3616,-5.10,0.33791
3617,4.60,0.33781
3618,7.50,0.33771
3619,22.60,0.33761
3620,8.60,0.33751
3621,20.90,0.33741
3622,16.80,0.33731
3623,-8.70,0.33721
3624,-10.00,0.33710
3625,45.00,0.33700
3626,7.40,0.33690
3627,21.20,0.33680
3628,-0.60,0.33670
3629,-10.60,0.33660
3630,-13.90,0.33650
3631,-10.10,0.33640
3632,20.00,0.33630
3633,-10.00,0.33620
3634,-10.80,0.33609
3635,9.20,0.33599
3636,-11.80,0.33589
3637,5.80,0.33579
3638,3.30,0.33569
3639,22.90,0.33559
3640,14.20,0.33549
3641,-1.00,0.33539
3642,-0.30,0.33529
3643,4.90,0.33519
3644,-3.50,0.33509
3645,5.50,0.33499
3646,15.80,0.33489
3647,36.60,0.33479
3648,15.00,0.33469
3649,14.10,0.33459
3650,2.90,0.33448
3651,11.50,0.33438
3652,5.70,0.33428
3653,-10.00,0.33418
3654,-7.70,0.33408
3655,4.50,0.33398
3656,23.10,0.33388
3657,13.50,0.33378
3658,-10.00,0.33368
3659,35.70,0.33358
3660,-10.70,0.33348
3661,47.30,0.33338
3662,-10.00,0.33328
3663,12.70,0.33318
3664,-4.20,0.33308
3665,-5.20,0.33298
3666,30.00,0.33288
3667,5.90,0.33278
3668,15.30,0.33268
3669,19.80,0.33258
3670,3.70,0.33248
3671,5.30,0.33238
3672,23.10,0.33228
3673,22.20,0.33218
3674,-15.10,0.33208
3675,4.10,0.33199
3676,2.30,0.33189
3677,2.90,0.33179
3678,-10.00,0.33169
3679,6.30,0.33159
3680,20.70,0.33149
3681,-12.10,0.33139
3682,-8.90,0.33129
3683,-12.30,0.33119
3684,-1.10,0.33109
3685,6.30,0.33099
3686,0.80,0.33089
3687,-10.90,0.33079
3688,24.80,0.33069
3689,-10.30,0.33059
3690,3.50,0.33049
3691,-10.30,0.33040
3692,20.90,0.33030
3693,5.20,0.33020
3694,-10.00,0.33010
3695,3.60,0.33000
3696,4.40,0.32990
3697,21.30,0.32980
3698,-3.00,0.32970
3699,14.20,0.32960
3700,34.80,0.32950
3701,40.60,0.32941
3702,-7.50,0.32931
3703,-8.90,0.32921
3704,9.00,0.32911
3705,36.90,0.32901
3706,10.10,0.32891
3707,-1.90,0.32881
3708,45.20,0.32871
3709,1.30,0.32862
3710,-10.40,0.32852
3711,-1.00,0.32842
3712,-10.70,0.32832
3713,-10.10,0.32822
3714,39.60,0.32812
3715,33.40,0.32802
3716,-10.10,0.32793
3717,-1.80,0.32783
3718,-1.50,0.32773
3719,4.60,0.32763
3720,-10.20,0.32753
3721,-3.10,0.32743
3722,-7.30,0.32734
3723,6.90,0.32724
3724,0.60,0.32714
3725,-11.20,0.32704
3726,-10.30,0.32694
3727,29.70,0.32685
3728,-10.90,0.32675
3729,-10.00,0.32665
3730,10.00,0.32655
3731,-10.20,0.32645
3732,-10.60,0.32636
3733,28.90,0.32626
3734,-10.00,0.32616
3735,6.40,0.32606
3736,-12.30,0.32596
3737,31.90,0.32587
3738,25.40,0.32577
3739,23.50,0.32567
3740,39.80,0.32557
3741,13.70,0.32548
3742,-13.40,0.32538
3743,13.90,0.32528
3744,6.20,0.32518
3745,-2.20,0.32509
3746,-0.60,0.32499
3747,0.70,0.32489
3748,-10.00,0.32479
3749,65.40,0.32470
3750,15.00,0.32460
3751,-0.60,0.32450
3752,5.20,0.32440
3753,3.30,0.32431
3754,7.40,0.32421
3755,15.80,0.32411
3756,24.10,0.32401
3757,4.60,0.32392
3758,1.70,0.32382
3759,-3.20,0.32372
3760,5.80,0.32363
3761,-10.00,0.32353
3762,52.00,0.32343
3763,3.90,0.32333
3764,13.50,0.32324
3765,27.80,0.32314
3766,17.80,0.32304
3767,10.90,0.32295
3768,15.60,0.32285
3769,5.30,0.32275
3770,14.40,0.32266
3771,10.80,0.32256
3772,-2.70,0.32246
3773,4.30,0.32237
3774,26.20,0.32227
3775,-13.10,0.32217
3776,10.30,0.32208
3777,4.20,0.32198
3778,-10.00,0.32188
3779,20.20,0.32179
3780,-3.90,0.32169
3781,10.10,0.32159
3782,23.80,0.32150
3783,4.40,0.32140
3784,28.10,0.32130
3785,32.30,0.32121
3786,4.70,0.32111
3787,-3.60,0.32101
3788,4.30,0.32092
3789,22.50,0.32082
3790,-10.00,0.32073
3791,38.50,0.32063
3792,31.20,0.32053
3793,-5.90,0.32044
3794,30.20,0.32034
3795,9.20,0.32024
3796,-4.40,0.32015
3797,4.10,0.32005
3798,55.40,0.31996
3799,28.40,0.31986
3800,4.50,0.31976
3801,39.80,0.31967
3802,-10.50,0.31957
3803,-10.00,0.31948
3804,-4.60,0.31938
3805,5.30,0.31928
3806,3.30,0.31919
3807,-11.40,0.31909
3808,-1.60,0.31900
3809,69.10,0.31890
3810,6.90,0.31881
3811,19.00,0.31871
3812,5.80,0.31862
3813,22.20,0.31852
3814,9.40,0.31842
3815,-10.00,0.31833
3816,-10.00,0.31823
3817,5.40,0.31814
3818,-13.40,0.31804
3819,4.90,0.31795
3820,28.70,0.31785
3821,-11.40,0.31776
3822,55.70,0.31766
3823,11.70,0.31757
3824,4.50,0.31747
3825,4.90,0.31737
3826,-3.60,0.31728
3827,4.10,0.31718
3828,23.10,0.31709
3829,30.80,0.31699
3830,-10.50,0.31690
3831,-10.40,0.31680
3832,-10.80,0.31671
3833,3.60,0.31661
3834,2.90,0.31652
3835,-11.00,0.31642
3836,-2.30,0.31633
3837,4.90,0.31623
3838,14.70,0.31614
3839,19.30,0.31604
3840,-7.10,0.31595
3841,14.50,0.31585
3842,-10.90,0.31576
3843,21.90,0.31567
3844,-2.20,0.31557
3845,-1.10,0.31548
3846,-5.60,0.31538
3847,13.00,0.31529
3848,39.70,0.31519
3849,13.60,0.31510
3850,-10.00,0.31500
3851,-10.10,0.31491
3852,39.30,0.31481
3853,-10.80,0.31472
3854,-6.50,0.31463
3855,-2.10,0.31453
3856,13.40,0.31444
3857,6.90,0.31434
3858,-2.90,0.31425
3859,-10.00,0.31415
3860,18.60,0.31406
3861,11.90,0.31396
3862,16.60,0.31387
3863,-10.10,0.31378
3864,13.00,0.31368
3865,14.10,0.31359
3866,48.40,0.31349
3867,-6.40,0.31340
3868,-5.30,0.31331
3869,35.00,0.31321
3870,4.30,0.31312
3871,37.20,0.31302
3872,20.10,0.31293
3873,2.80,0.31284
3874,52.20,0.31274
3875,-7.40,0.31265
3876,30.60,0.31256
3877,19.20,0.31246
3878,12.20,0.31237
3879,-0.90,0.31227
3880,22.70,0.31218
3881,30.70,0.31209
3882,47.80,0.31199
3883,1.60,0.31190
3884,4.00,0.31181
3885,20.10,0.31171
3886,56.90,0.31162
3887,12.30,0.31153
3888,-10.60,0.31143
3889,-11.30,0.31134
3890,6.50,0.31124
3891,-10.10,0.31115
3892,-10.40,0.31106
3893,18.40,0.31096
3894,-10.10,0.31087
3895,-10.30,0.31078
3896,15.20,0.31069
3897,43.00,0.31059
3898,1.80,0.31050
3899,-10.10,0.31041
3900,4.70,0.31031
3901,-10.30,0.31022
3902,3.90,0.31013
3903,-10.10,0.31003
3904,5.50,0.30994
3905,50.00,0.30985
3906,-2.20,0.30975
3907,1.60,0.30966
3908,-10.80,0.30957
3909,6.00,0.30948
3910,1.80,0.30938
3911,-10.40,0.30929
3912,-12.90,0.30920
3913,33.10,0.30910
3914,-10.30,0.30901
3915,-10.80,0.30892
3916,3.20,0.30883
3917,2.80,0.30873
3918,-10.90,0.30864
3919,-10.00,0.30855
3920,-2.90,0.30846
3921,-10.00,0.30836
3922,22.90,0.30827
3923,27.00,0.30818
3924,50.00,0.30809
3925,33.70,0.30799
3926,-1.10,0.30790
3927,-10.10,0.30781
3928,4.80,0.30772
3929,-10.10,0.30762
3930,7.80,0.30753
3931,-10.00,0.30744
3932,-10.90,0.30735
3933,45.20,0.30726
3934,5.00,0.30716
3935,7.70,0.30707
3936,42.60,0.30698
3937,25.30,0.30689
3938,3.70,0.30679
3939,22.90,0.30670
3940,-5.90,0.30661
3941,3.30,0.30652
3942,27.20,0.30643
3943,23.20,0.30633
3944,5.00,0.30624
3945,3.10,0.30615
3946,22.10,0.30606
3947,3.00,0.30597
3948,-3.70,0.30588
3949,-10.00,0.30578
3950,41.40,0.30569
3951,-10.00,0.30560
3952,4.40,0.30551
3953,33.30,0.30542
3954,20.30,0.30533
3955,-16.10,0.30523
3956,-10.60,0.30514
3957,-10.00,0.30505
3958,37.80,0.30496
3959,13.90,0.30487
3960,58.40,0.30478
3961,-10.00,0.30468
3962,3.40,0.30459
3963,21.70,0.30450
3964,30.90,0.30441
3965,-2.10,0.30432
3966,-12.50,0.30423
3967,9.90,0.30414
3968,-10.90,0.30405
3969,-1.00,0.30395
3970,42.20,0.30386
3971,39.60,0.30377
3972,-10.60,0.30368
3973,-5.40,0.30359
3974,-12.40,0.30350
3975,-1.90,0.30341
3976,-5.00,0.30332
3977,-3.50,0.30323
3978,22.30,0.30313
3979,23.50,0.30304
3980,21.70,0.30295
3981,5.10,0.30286
3982,17.20,0.30277
3983,5.60,0.30268
3984,-11.40,0.30259
3985,-0.30,0.30250
3986,18.40,0.30241
3987,4.00,0.30232
3988,20.40,0.30223
3989,3.50,0.30214
3990,35.30,0.30204
3991,30.80,0.30195
3992,10.50,0.30186
3993,-2.60,0.30177
3994,9.40,0.30168
